Tournament,Date,Series,Surface,Round,Winner,Loser,pl1_flag,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_weight,pl2_height,pl2_hand
Citi Open,2018-08-04,ATP500,Hard,Semifinals,Alexander Zverev,Stefanos Tsitsipas,GER,86,198,Right-Handed,GRE,83,193,Right-Handed
Citi Open,2018-08-05,ATP500,Hard,Semifinals,Alex de Minaur,Andrey Rublev,AUS,69,180,Right-Handed,RUS,68,188,Right-Handed
Citi Open,2018-08-05,ATP500,Hard,The Final,Alexander Zverev,Alex de Minaur,GER,86,198,Right-Handed,AUS,69,180,Right-Handed
Rogers Masters,2018-08-08,Masters 1000,Hard,2nd Round,Marin Cilic,Borna Coric,CRO,89,198,Right-Handed,CRO,79,185,Right-Handed
Rogers Masters,2018-08-08,Masters 1000,Hard,2nd Round,Karen Khachanov,Pablo Carreno Busta,RUS,88,198,Right-Handed,ESP,78,188,Right-Handed
Rogers Masters,2018-08-09,Masters 1000,Hard,2nd Round,Daniil Medvedev,Felix Auger-Aliassime,RUS,81,198,Right-Handed,CAN,84,188,Right-Handed
Rogers Masters,2018-08-09,Masters 1000,Hard,3rd Round,Grigor Dimitrov,Frances Tiafoe,BUL,80,191,Right-Handed,USA,77,188,Right-Handed
Rogers Masters,2018-08-09,Masters 1000,Hard,3rd Round,Stefanos Tsitsipas,Novak Djokovic,GRE,83,193,Right-Handed,SRB,77,188,Right-Handed
Rogers Masters,2018-08-09,Masters 1000,Hard,3rd Round,Marin Cilic,Diego Schwartzman,CRO,89,198,Right-Handed,ARG,64,170,Right-Handed
Rogers Masters,2018-08-09,Masters 1000,Hard,3rd Round,Alexander Zverev,Daniil Medvedev,GER,86,198,Right-Handed,RUS,81,198,Right-Handed
Rogers Masters,2018-08-10,Masters 1000,Hard,Quarterfinals,Stefanos Tsitsipas,Alexander Zverev,GRE,83,193,Right-Handed,GER,86,198,Right-Handed
Rogers Masters,2018-08-11,Masters 1000,Hard,Quarterfinals,Rafael Nadal,Marin Cilic,ESP,85,185,Left-Handed,CRO,89,198,Right-Handed
Rogers Masters,2018-08-12,Masters 1000,Hard,Semifinals,Rafael Nadal,Karen Khachanov,ESP,85,185,Left-Handed,RUS,88,198,Right-Handed
Rogers Masters,2018-08-12,Masters 1000,Hard,The Final,Rafael Nadal,Stefanos Tsitsipas,ESP,85,185,Left-Handed,GRE,83,193,Right-Handed
Western & Southern Financial Group Masters,2018-08-13,Masters 1000,Hard,1st Round,Denis Shapovalov,Frances Tiafoe,CAN,76,183,Left-Handed,USA,77,188,Right-Handed
Western & Southern Financial Group Masters,2018-08-14,Masters 1000,Hard,1st Round,Borna Coric,Daniil Medvedev,CRO,79,185,Right-Handed,RUS,81,198,Right-Handed
Western & Southern Financial Group Masters,2018-08-15,Masters 1000,Hard,2nd Round,Grigor Dimitrov,Alexander Zverev,BUL,80,191,Right-Handed,GER,88,191,Left-Handed
Western & Southern Financial Group Masters,2018-08-16,Masters 1000,Hard,2nd Round,Nick Kyrgios,Borna Coric,AUS,85,193,Right-Handed,CRO,79,185,Right-Handed
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Hard,3rd Round,Novak Djokovic,Grigor Dimitrov,SRB,77,188,Right-Handed,BUL,80,191,Right-Handed
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Hard,3rd Round,Marin Cilic,Karen Khachanov,CRO,89,198,Right-Handed,RUS,88,198,Right-Handed
Western & Southern Financial Group Masters,2018-08-17,Masters 1000,Hard,Quarterfinals,Marin Cilic,Pablo Carreno Busta,CRO,89,198,Right-Handed,ESP,78,188,Right-Handed
Western & Southern Financial Group Masters,2018-08-18,Masters 1000,Hard,Semifinals,Novak Djokovic,Marin Cilic,SRB,77,188,Right-Handed,CRO,89,198,Right-Handed
Winston-Salem Open at Wake Forest University,2018-08-21,ATP250,Hard,2nd Round,Daniil Medvedev,Alex de Minaur,RUS,81,198,Right-Handed,AUS,69,180,Right-Handed
US Open,2018-08-27,Grand Slam,Hard,1st Round,Taylor Fritz,Alexander Zverev,USA,84,193,Right-Handed,GER,88,191,Left-Handed
US Open,2018-08-27,Grand Slam,Hard,1st Round,Denis Shapovalov,Felix Auger-Aliassime,CAN,76,183,Left-Handed,CAN,84,188,Right-Handed
US Open,2018-08-29,Grand Slam,Hard,2nd Round,Daniil Medvedev,Stefanos Tsitsipas,RUS,81,198,Right-Handed,GRE,83,193,Right-Handed
US Open,2018-08-30,Grand Slam,Hard,2nd Round,Alex de Minaur,Frances Tiafoe,AUS,69,180,Right-Handed,USA,77,188,Right-Handed
US Open,2018-08-31,Grand Slam,Hard,2nd Round,Marin Cilic,Hubert Hurkacz,CRO,89,198,Right-Handed,ITA,77,188,Right-Handed
US Open,2018-08-31,Grand Slam,Hard,3rd Round,Rafael Nadal,Karen Khachanov,ESP,85,185,Left-Handed,RUS,88,198,Right-Handed
US Open,2018-09-01,Grand Slam,Hard,3rd Round,Borna Coric,Daniil Medvedev,CRO,79,185,Right-Handed,RUS,81,198,Right-Handed
US Open,2018-09-02,Grand Slam,Hard,3rd Round,Marin Cilic,Alex de Minaur,CRO,89,198,Right-Handed,AUS,69,180,Right-Handed
St. Petersburg Open,2018-09-20,ATP250,Hard,2nd Round,Denis Shapovalov,Matteo Berrettini,CAN,76,183,Left-Handed,ITA,95,196,Right-Handed
Shenzhen Open,2018-09-26,ATP250,Hard,2nd Round,Cameron Norrie,Borna Coric,GBR,80,188,Left-Handed,CRO,79,185,Right-Handed
China Open,2018-10-02,ATP500,Hard,1st Round,Alexander Zverev,Roberto Bautista Agut,GER,86,198,Right-Handed,ESP,76,183,Right-Handed
Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Hard,1st Round,Daniil Medvedev,Diego Schwartzman,RUS,81,198,Right-Handed,ARG,64,170,Right-Handed
Rakuten Japan Open Tennis Championships,2018-10-04,ATP500,Hard,2nd Round,Stefanos Tsitsipas,Alex de Minaur,GRE,83,193,Right-Handed,AUS,69,180,Right-Handed
Rakuten Japan Open Tennis Championships,2018-10-06,ATP500,Hard,Semifinals,Daniil Medvedev,Denis Shapovalov,RUS,81,198,Right-Handed,CAN,76,183,Left-Handed
Shanghai Masters,2018-10-08,Masters 1000,Hard,1st Round,Roberto Bautista Agut,Andrey Rublev,ESP,76,183,Right-Handed,RUS,68,188,Right-Handed
Shanghai Masters,2018-10-10,Masters 1000,Hard,2nd Round,Stefanos Tsitsipas,Karen Khachanov,GRE,83,193,Right-Handed,RUS,88,198,Right-Handed
Shanghai Masters,2018-10-11,Masters 1000,Hard,3rd Round,Alexander Zverev,Alex de Minaur,GER,86,198,Right-Handed,AUS,69,180,Right-Handed
Shanghai Masters,2018-10-13,Masters 1000,Hard,Semifinals,Novak Djokovic,Alexander Zverev,SRB,77,188,Right-Handed,GER,86,198,Right-Handed
Shanghai Masters,2018-10-14,Masters 1000,Hard,The Final,Novak Djokovic,Borna Coric,SRB,77,188,Right-Handed,CRO,79,185,Right-Handed
European Open,2018-10-18,ATP250,Hard,2nd Round,Diego Schwartzman,Cameron Norrie,ARG,64,170,Right-Handed,GBR,80,188,Left-Handed
Kremlin Cup,2018-10-16,ATP250,Hard,1st Round,Nick Kyrgios,Andrey Rublev,AUS,85,193,Right-Handed,RUS,68,188,Right-Handed
Kremlin Cup,2018-10-20,ATP250,Hard,Semifinals,Karen Khachanov,Daniil Medvedev,RUS,88,198,Right-Handed,RUS,81,198,Right-Handed
Swiss Indoors,2018-10-22,ATP500,Hard,1st Round,Marin Cilic,Denis Shapovalov,CRO,89,198,Right-Handed,CAN,76,183,Left-Handed
Swiss Indoors,2018-10-26,ATP500,Hard,Quarterfinals,Alexander Zverev,Roberto Bautista Agut,GER,86,198,Right-Handed,ESP,76,183,Right-Handed
Swiss Indoors,2018-10-26,ATP500,Hard,Quarterfinals,Daniil Medvedev,Stefanos Tsitsipas,RUS,81,198,Right-Handed,GRE,83,193,Right-Handed
BNP Paribas Masters,2018-10-30,Masters 1000,Hard,1st Round,Daniil Medvedev,Pablo Carreno Busta,RUS,81,198,Right-Handed,ESP,78,188,Right-Handed
BNP Paribas Masters,2018-10-31,Masters 1000,Hard,2nd Round,Alexander Zverev,Frances Tiafoe,GER,86,198,Right-Handed,USA,77,188,Right-Handed
BNP Paribas Masters,2018-10-31,Masters 1000,Hard,2nd Round,Grigor Dimitrov,Roberto Bautista Agut,BUL,80,191,Right-Handed,ESP,76,183,Right-Handed
BNP Paribas Masters,2018-10-31,Masters 1000,Hard,2nd Round,Borna Coric,Daniil Medvedev,CRO,79,185,Right-Handed,RUS,81,198,Right-Handed
BNP Paribas Masters,2018-11-01,Masters 1000,Hard,3rd Round,Marin Cilic,Grigor Dimitrov,CRO,89,198,Right-Handed,BUL,80,191,Right-Handed
BNP Paribas Masters,2018-11-01,Masters 1000,Hard,3rd Round,Alexander Zverev,Diego Schwartzman,GER,86,198,Right-Handed,ARG,64,170,Right-Handed
BNP Paribas Masters,2018-11-02,Masters 1000,Hard,Quarterfinals,Karen Khachanov,Alexander Zverev,RUS,88,198,Right-Handed,GER,86,198,Right-Handed
BNP Paribas Masters,2018-11-02,Masters 1000,Hard,Quarterfinals,Novak Djokovic,Marin Cilic,SRB,77,188,Right-Handed,CRO,89,198,Right-Handed
BNP Paribas Masters,2018-11-04,Masters 1000,Hard,The Final,Karen Khachanov,Novak Djokovic,RUS,88,198,Right-Handed,SRB,77,188,Right-Handed
Masters Cup,2018-11-12,Masters Cup,Hard,Round Robin,Alexander Zverev,Marin Cilic,GER,86,198,Right-Handed,CRO,89,198,Right-Handed
Masters Cup,2018-11-14,Masters Cup,Hard,Round Robin,Novak Djokovic,Alexander Zverev,SRB,77,188,Right-Handed,GER,86,198,Right-Handed
Masters Cup,2018-11-16,Masters Cup,Hard,Round Robin,Novak Djokovic,Marin Cilic,SRB,77,188,Right-Handed,CRO,89,198,Right-Handed
Masters Cup,2018-11-18,Masters Cup,Hard,The Final,Alexander Zverev,Novak Djokovic,GER,86,198,Right-Handed,SRB,77,188,Right-Handed
